161,111,210,167,1.000000
161,111,210,167,0.993178
156,114,204,169,0.901574
156,114,204,169,0.814470
156,114,204,169,0.900240
155,115,203,170,0.899519
155,116,203,171,0.905852
155,117,203,172,0.870041
155,117,203,172,0.875918
156,116,204,171,0.883889
158,114,206,169,0.844982
158,114,206,169,0.875280
154,117,201,171,0.749916
150,119,196,172,0.779549
146,119,190,170,0.722318
146,118,189,168,0.683134
149,117,192,167,0.699880
157,112,202,165,0.632197
164,108,210,163,0.555289
171,102,218,158,0.547628
173,100,220,157,0.578404
172,101,219,158,0.592037
181,106,230,162,0.705612
163,109,208,160,0.698637
160,111,205,162,0.677762
157,112,202,163,0.682342
155,113,200,164,0.687077
154,114,199,165,0.681019
153,114,198,165,0.720924
151,114,196,165,0.755920
152,113,197,164,0.718208
152,113,196,163,0.728460
152,113,196,163,0.714364
152,113,196,163,0.673978
153,111,197,162,0.640394
154,109,198,160,0.688755
154,108,198,160,0.754295
152,110,197,163,0.775481
150,112,195,165,0.768978
151,113,196,165,0.771783
154,110,200,162,0.652754
154,110,200,162,0.661161
152,111,197,162,0.691362
152,111,197,162,0.716711
152,111,197,162,0.734818
153,110,198,161,0.689893
152,110,197,161,0.738271
150,110,195,161,0.642448
150,109,194,159,0.659898
151,107,195,157,0.609486
150,109,194,159,0.567974
144,103,188,153,0.528080
139,99,183,148,0.575447
134,95,177,144,0.606887
126,92,169,141,0.605549
120,93,163,142,0.624655
120,94,163,143,0.629370
118,93,161,142,0.645980
114,92,157,141,0.623745
115,93,158,142,0.645267
121,95,166,146,0.628619
135,98,180,149,0.703280
144,100,189,151,0.655518
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
151,105,192,152,0.587877
136,104,179,154,0.610836
129,104,172,154,0.624528
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
61,101,110,157,0.656963
58,101,106,156,0.603178
58,102,106,156,0.588657
63,102,111,156,0.552032
69,102,116,155,0.530558
73,102,119,154,0.608603
78,102,124,154,0.596798
88,103,134,156,0.650452
104,105,150,158,0.617400
115,107,161,159,0.628999
122,109,167,161,0.601612
123,110,168,162,0.611602
113,110,158,162,0.663151
106,105,151,157,0.670391
109,103,153,154,0.680970
118,101,161,151,0.624826
124,105,167,155,0.649918
126,126,175,182,0.669477
129,142,177,197,0.656486
131,153,179,208,0.620715
132,156,179,210,0.579074
132,157,179,211,0.594204
132,153,179,207,0.597918
132,150,179,204,0.590388
131,141,177,194,0.566304
131,130,177,183,0.563335
129,116,175,169,0.570408
126,99,172,151,0.593833
124,82,170,134,0.599441
121,68,167,120,0.611489
120,58,165,109,0.601397
120,54,165,105,0.602993
121,53,165,103,0.595446
122,53,165,102,0.607712
122,53,165,102,0.541437
122,53,165,102,0.566325
122,52,165,101,0.559978
122,50,165,99,0.542867
120,48,163,97,0.562225
113,47,156,96,0.571457
101,47,144,96,0.608778
99,51,143,101,0.622552
110,59,155,110,0.632150
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
197,89,238,136,0.508420
197,89,238,136,0.502975
186,87,228,135,0.530924
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
86,71,135,127,0.726316
78,70,127,126,0.747293
70,70,119,126,0.780891
57,70,106,126,0.794590
49,70,98,126,0.740118
44,69,92,124,0.730421
44,69,92,123,0.752646
50,70,98,124,0.765305
57,71,106,126,0.758667
64,72,114,128,0.740165
70,73,120,129,0.765857
84,73,135,130,0.745105
100,74,151,131,0.667510
121,76,173,134,0.595068
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
209,93,250,140,0.507536
217,95,258,142,0.487483
212,95,253,142,0.477847
192,87,243,146,0.494156
163,77,221,144,0.473642
NaN,NaN,NaN,NaN,NaN
116,66,165,122,0.622169
110,63,158,118,0.656896
107,59,155,113,0.678522
110,57,158,111,0.635830
112,57,160,111,0.646496
114,58,161,111,0.653240
115,64,161,116,0.631888
114,69,159,121,0.637698
114,82,159,134,0.651102
116,98,161,150,0.620492
NaN,NaN,NaN,NaN,NaN
116,127,161,178,0.667048
115,124,160,174,0.610544
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
117,47,158,94,0.593371
117,47,158,94,0.532271
119,55,160,102,0.565154
118,69,160,117,0.562848
110,68,151,115,0.558863
103,65,145,113,0.550829
71,71,120,127,0.676834
79,56,125,109,0.727342
94,59,140,112,0.601986
116,63,163,117,0.541785
NaN,NaN,NaN,NaN,NaN
143,77,184,124,0.540276
134,78,175,125,0.536689
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
63,61,108,112,0.670972
59,58,104,109,0.669838
66,58,112,111,0.722477
75,59,122,113,0.748452
83,62,130,116,0.714558
89,66,136,120,0.656793
88,67,135,121,0.670215
84,68,131,121,0.690444
71,69,118,122,0.684542
65,70,111,123,0.638963
69,71,115,125,0.661496
90,71,136,125,0.695082
100,61,145,113,0.653231
106,41,150,92,0.632782
110,45,155,97,0.628131
NaN,NaN,NaN,NaN,NaN
110,131,156,184,0.687287
109,134,155,187,0.624351
109,132,154,184,0.664287
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
106,56,155,112,0.530430
105,44,154,100,0.526606
103,26,152,82,0.533991
101,18,149,73,0.547042
100,20,147,74,0.550663
101,27,147,79,0.575621
102,35,148,87,0.588354
102,36,147,88,0.610790
102,38,146,89,0.605345
99,38,143,88,0.607147
90,38,134,89,0.625570
78,40,123,91,0.662476
74,45,120,97,0.691634
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
81,56,130,112,0.533524
65,52,115,109,0.483046
61,51,111,108,0.480301
64,52,115,110,0.482528
73,55,125,114,0.489996
78,57,130,116,0.507201
86,60,138,119,0.513322
89,61,141,120,0.515330
93,63,145,122,0.516707
91,65,143,123,0.514375
83,64,136,123,0.480682
70,61,123,120,0.449353
71,60,124,119,0.460309
93,66,145,124,0.506089
117,77,158,124,0.676321
125,81,165,127,0.667995
104,71,150,124,0.598475
83,66,130,120,0.575473
78,66,126,121,0.602182
87,67,135,122,0.620631
116,73,164,127,0.551796
138,83,183,134,0.567334
141,84,186,135,0.598430
137,81,178,128,0.600750
99,71,145,124,0.682961
103,71,147,122,0.534174
111,73,153,122,0.503272
117,77,159,126,0.506496
116,77,160,128,0.491843
117,76,161,127,0.487027
116,74,160,126,0.485201
116,74,160,126,0.524117
116,74,160,126,0.512577
116,75,160,127,0.532495
115,75,160,128,0.531819
115,76,161,129,0.511631
101,76,150,132,0.655372
105,70,152,124,0.582718
123,61,164,108,0.571020
123,50,164,97,0.485516
122,49,164,97,0.467048
122,55,164,103,0.457577
124,62,166,110,0.467715
125,66,167,114,0.476387
126,66,168,114,0.476922
129,61,170,108,0.475096
130,59,171,106,0.477108
130,59,171,106,0.493986
132,63,174,111,0.515563
131,66,174,115,0.587275
113,69,154,116,0.702780
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
